rule_id,query_name,industry,objective,category,subcategory,required_groups,forbidden_terms,compiled_regex,regex_flags
35,Agent System Review 8.5,Telco / DTH,Not Available,Account related,Check customer details,"[[""checking to see"", ""let me check that for you"", ""just a moment"", ""\""let me take a look""]]",[],"^(?=.*(?:checking\s+to\s+see|let\s+me\s+check\s+that\s+for\s+you|just\s+a\s+moment|""let\s+me\s+take\s+a\s+look)).*$",IGNORECASE
36,Agent to Agent,Telco / DTH,Not Available,Transfer,Transfer,"[[""Customer on line""]]","[""I have a customer"", ""I'm Customer service"", ""\""every customer"", ""customer's out""]","^(?!.*I\s+have\s+a\s+customer)(?!.*I'm\s+Customer\s+service)(?!.*""every\s+customer)(?!.*customer's\s+out)(?=.*(?:Customer\s+on\s+line)).*$",IGNORECASE
37,Agent to Agent 8.5,Telco / DTH,Not Available,Transfer,Transfer,"[[""customer on line"", ""I got a customer"", ""I have a customer with me""], [""Final"", ""Final1""]]","[""I have a customer"", ""I have a question about"", ""I have an account number""]",^(?!.*I\s+have\s+a\s+customer)(?!.*I\s+have\s+a\s+question\s+about)(?!.*I\s+have\s+an\s+account\s+number)(?=.*(?:customer\s+on\s+line|I\s+got\s+a\s+customer|I\s+have\s+a\s+customer\s+with\s+me))(?=.*(?:Final|Final1)).*$,IGNORECASE
38,All Services Down 8.5,Telco / DTH,Not Available,Technical,Services Down,"[[""all services are down"", ""Both services are down"", ""Both services are not working"", ""\""all services are not working"", ""all services are out""]]",[],"^(?=.*(?:all\s+services\s+are\s+down|Both\s+services\s+are\s+down|Both\s+services\s+are\s+not\s+working|""all\s+services\s+are\s+not\s+working|all\s+services\s+are\s+out)).*$",IGNORECASE
39,Any Room DVR,Telco / DTH,Not Available,Process Specific,DVR,"[[""Any room D V R"", ""H D D V R"", ""new D V R"", ""Any D V R""]]","[""Any room D V R"", ""H D D V R"", ""new D V R"", ""Any D V R""]",^(?!.*Any\s+room\s+D\s+V\s+R)(?!.*H\s+D\s+D\s+V\s+R)(?!.*new\s+D\s+V\s+R)(?!.*Any\s+D\s+V\s+R)(?=.*(?:Any\s+room\s+D\s+V\s+R|H\s+D\s+D\s+V\s+R|new\s+D\s+V\s+R|Any\s+D\s+V\s+R)).*$,IGNORECASE
40,Any Room DVR 8.5,Telco / DTH,Not Available,Process Specific,DVR,"[[""Any room D V R"", ""H D D V R"", ""new D V R"", ""D V R Box""]]","[""Any room D V R"", ""H D D V R"", ""new D V R"", ""D V R Box""]",^(?!.*Any\s+room\s+D\s+V\s+R)(?!.*H\s+D\s+D\s+V\s+R)(?!.*new\s+D\s+V\s+R)(?!.*D\s+V\s+R\s+Box)(?=.*(?:Any\s+room\s+D\s+V\s+R|H\s+D\s+D\s+V\s+R|new\s+D\s+V\s+R|D\s+V\s+R\s+Box)).*$,IGNORECASE
41,APDL,Telco / DTH,Not Available,Technical,Application related,"[[""Application downloading"", ""we do have an application"", ""uploading and downloading""]]","[""Application downloading"", ""we do have an application""]",^(?!.*Application\s+downloading)(?!.*we\s+do\s+have\s+an\s+application)(?=.*(?:Application\s+downloading|we\s+do\s+have\s+an\s+application|uploading\s+and\s+downloading)).*$,IGNORECASE
42,APDL 8.5,Telco / DTH,Not Available,Technical,Application related,"[[""Application downloading"", ""we do have an application"", ""Does the box tell you A P D L"", ""Couple of letters A P D L"", ""It would say A P D L"", ""It is saying A P D L on the D V R"", ""A P D L may come up"", ""Should see A P D L"", ""A P D L"", ""R P D L""]]","[""Application downloading"", ""we do have an application"", ""A P D L"", ""R P D L""]",^(?!.*Application\s+downloading)(?!.*we\s+do\s+have\s+an\s+application)(?!.*A\s+P\s+D\s+L)(?!.*R\s+P\s+D\s+L)(?=.*(?:Application\s+downloading|we\s+do\s+have\s+an\s+application|Does\s+the\s+box\s+tell\s+you\s+A\s+P\s+D\s+L|Couple\s+of\s+letters\s+A\s+P\s+D\s+L|It\s+would\s+say\s+A\s+P\s+D\s+L|It\s+is\s+saying\s+A\s+P\s+D\s+L\s+on\s+the\s+D\s+V\s+R|A\s+P\s+D\s+L\s+may\s+come\s+up|Should\s+see\s+A\s+P\s+D\s+L|A\s+P\s+D\s+L|R\s+P\s+D\s+L)).*$,IGNORECASE
43,App Customer Education,Telco / DTH,Not Available,Process Specific,Customer Education,"[[""We call it smartzone"", ""called smartzone"", ""feature called smartzone"", ""what we call smartzone""]]","[""OR (\""We call it smartzone\"",\""called smartzone\"",\""feature called smartzone\"",\""what we call smartzone""]","^(?!.*OR\s+\(""We\s+call\s+it\s+smartzone"",""called\s+smartzone"",""feature\s+called\s+smartzone"",""what\s+we\s+call\s+smartzone)(?=.*(?:We\s+call\s+it\s+smartzone|called\s+smartzone|feature\s+called\s+smartzone|what\s+we\s+call\s+smartzone)).*$",IGNORECASE
44,App Customer Education 8.5,Telco / DTH,Not Available,Process Specific,Customer Education,"[[""We call it smartzone"", ""called smartzone"", ""feature called smartzone"", ""\""what we call smartzone""]]",[],"^(?=.*(?:We\s+call\s+it\s+smartzone|called\s+smartzone|feature\s+called\s+smartzone|""what\s+we\s+call\s+smartzone)).*$",IGNORECASE
45,Apple,Telco / DTH,Not Available,Process Specific,Apple,"[[""macintosh""]]","[""apple number"", ""phone number"", ""account number""]",^(?!.*apple\s+number)(?!.*phone\s+number)(?!.*account\s+number)(?=.*(?:macintosh)).*$,IGNORECASE
46,Apple 8.5,Telco / DTH,Not Available,Process Specific,Apple,"[[""Apple1"", ""macmachine"", ""apple product"", ""apple equipment"", ""\""apple router"", ""apple related"", ""Apple T V"", ""apple number"", ""apple to""], [""macintosh""]]",[],"^(?=.*(?:Apple1|macmachine|apple\s+product|apple\s+equipment|""apple\s+router|apple\s+related|Apple\s+T\s+V|apple\s+number|apple\s+to))(?=.*(?:macintosh)).*$",IGNORECASE
47,Apple Users,Telco / DTH,Not Available,Process Specific,Apple,"[[""apple software update"", ""click on apple"", ""contact apple""]]","[""through the apple TV"", ""compatible t v"", ""number for apple tech supprt"", ""account number or"", ""its an apple router"", ""back of the router""]",^(?!.*through\s+the\s+apple\s+TV)(?!.*compatible\s+t\s+v)(?!.*number\s+for\s+apple\s+tech\s+supprt)(?!.*account\s+number\s+or)(?!.*its\s+an\s+apple\s+router)(?!.*back\s+of\s+the\s+router)(?=.*(?:apple\s+software\s+update|click\s+on\s+apple|contact\s+apple)).*$,IGNORECASE
48,Apple Users 8.5,Telco / DTH,Not Available,Process Specific,Apple,"[[""apple software update"", ""many apple users"", ""through the apple TV"", ""goto your apple menu"", ""\""done wireless on apple before"", ""click on apple"", ""restart the apple"", ""apple airport with wireless"", ""\""log onto apple support comunity"", ""contact apple"", ""number for apple tech supprt"", ""apple airport thing"", ""its an apple router""]]",[],"^(?=.*(?:apple\s+software\s+update|many\s+apple\s+users|through\s+the\s+apple\s+TV|goto\s+your\s+apple\s+menu|""done\s+wireless\s+on\s+apple\s+before|click\s+on\s+apple|restart\s+the\s+apple|apple\s+airport\s+with\s+wireless|""log\s+onto\s+apple\s+support\s+comunity|contact\s+apple|number\s+for\s+apple\s+tech\s+supprt|apple\s+airport\s+thing|its\s+an\s+apple\s+router)).*$",IGNORECASE
49,Application Issues,Telco / DTH,Not Available,Technical,Application related,"[[""unable to download application"", ""second issue with the facebook"", ""\""we don't troubleshoot facebook"", ""facebook isn't able"", ""refer you to facebook""]]","[""issues with facebook"", ""issues with the signal""]","^(?!.*issues\s+with\s+facebook)(?!.*issues\s+with\s+the\s+signal)(?=.*(?:unable\s+to\s+download\s+application|second\s+issue\s+with\s+the\s+facebook|""we\s+don't\s+troubleshoot\s+facebook|facebook\s+isn't\s+able|refer\s+you\s+to\s+facebook)).*$",IGNORECASE
50,Application_Issues 8.5,Telco / DTH,Not Available,Technical,Application related,"[[""issues with facebook"", ""issues with signal"", ""unable to download application"", ""we don't troubleshoot facebook"", ""facebook isn't able"", ""refer you to facebook"", ""have a problem with facebook"", ""problem with comcast"", ""problem with it"", ""second issue with the facebook""]]","[""issues with facebook"", ""issues with signal"", ""have a problem with facebook"", ""problem with comcast"", ""problem with it""]",^(?!.*issues\s+with\s+facebook)(?!.*issues\s+with\s+signal)(?!.*have\s+a\s+problem\s+with\s+facebook)(?!.*problem\s+with\s+comcast)(?!.*problem\s+with\s+it)(?=.*(?:issues\s+with\s+facebook|issues\s+with\s+signal|unable\s+to\s+download\s+application|we\s+don't\s+troubleshoot\s+facebook|facebook\s+isn't\s+able|refer\s+you\s+to\s+facebook|have\s+a\s+problem\s+with\s+facebook|problem\s+with\s+comcast|problem\s+with\s+it|second\s+issue\s+with\s+the\s+facebook)).*$,IGNORECASE
51,Appointment,Telco / DTH,Not Available,Schedule Appointment,Schedule Appointment,"[[""Scheduled the appointment"", ""appointment is scheduled"", ""\""get a technician out there"", ""send a tech out"", ""send a tech out there"", ""get a tech out there"", ""Confirm cancel or reschedule"", ""technician will give you a call"", ""\""prior to technician arriving"", ""call before they come"", ""confirm the appointment""]]","[""send somebody out there"", ""Some of the others"", ""send someone out there"", ""before i send someone out"", ""set up an appointment"", ""before i set up an appointment"", ""cannot set up an appointment""]","^(?!.*send\s+somebody\s+out\s+there)(?!.*Some\s+of\s+the\s+others)(?!.*send\s+someone\s+out\s+there)(?!.*before\s+i\s+send\s+someone\s+out)(?!.*set\s+up\s+an\s+appointment)(?!.*before\s+i\s+set\s+up\s+an\s+appointment)(?!.*cannot\s+set\s+up\s+an\s+appointment)(?=.*(?:Scheduled\s+the\s+appointment|appointment\s+is\s+scheduled|""get\s+a\s+technician\s+out\s+there|send\s+a\s+tech\s+out|send\s+a\s+tech\s+out\s+there|get\s+a\s+tech\s+out\s+there|Confirm\s+cancel\s+or\s+reschedule|technician\s+will\s+give\s+you\s+a\s+call|""prior\s+to\s+technician\s+arriving|call\s+before\s+they\s+come|confirm\s+the\s+appointment)).*$",IGNORECASE
52,Appointment 8.5,Telco / DTH,Not Available,Schedule Appointment,Schedule Appointment,"[[""Make an appointment"", ""set up an appointment"", ""\""scheduled the appointment"", ""appointment is schedueled""], [""sent the person out"", ""send a person out there""], [""send somebody out there"", ""get somebody out there"", ""send somebody out to fix""], [""send someone out"", ""send someone out there""], [""technician come out"", ""technician to come out"", ""send a technician out"", ""\""send a technician out there"", ""schedule a technician to come out"", ""get a technician out there""], [""tech come out"", ""send a tech out"", ""send a tech out there"", ""get a tech out there""], [""Appointment"", ""Person"", ""Somebody"", ""Someone"", ""Technician"", ""Tech""]]",[],"^(?=.*(?:Make\s+an\s+appointment|set\s+up\s+an\s+appointment|""scheduled\s+the\s+appointment|appointment\s+is\s+schedueled))(?=.*(?:sent\s+the\s+person\s+out|send\s+a\s+person\s+out\s+there))(?=.*(?:send\s+somebody\s+out\s+there|get\s+somebody\s+out\s+there|send\s+somebody\s+out\s+to\s+fix))(?=.*(?:send\s+someone\s+out|send\s+someone\s+out\s+there))(?=.*(?:technician\s+come\s+out|technician\s+to\s+come\s+out|send\s+a\s+technician\s+out|""send\s+a\s+technician\s+out\s+there|schedule\s+a\s+technician\s+to\s+come\s+out|get\s+a\s+technician\s+out\s+there))(?=.*(?:tech\s+come\s+out|send\s+a\s+tech\s+out|send\s+a\s+tech\s+out\s+there|get\s+a\s+tech\s+out\s+there))(?=.*(?:Appointment|Person|Somebody|Someone|Technician|Tech)).*$",IGNORECASE
53,Appreciate Customer,Telco / DTH,Not Available,Customer Satisfaction,Appreciate Customer,"[[""appreciate you being a customer"", ""thankyou for the business""]]","[""we appreciate your business"", ""appreciate your help"", ""thank you for your patience"", ""thank you for your assistance"", ""thank you for your order"", ""for choosing comcast"", ""comcast customer"", ""comcast cable box"", ""go to comcast"", ""for calling comcast""]",^(?!.*we\s+appreciate\s+your\s+business)(?!.*appreciate\s+your\s+help)(?!.*thank\s+you\s+for\s+your\s+patience)(?!.*thank\s+you\s+for\s+your\s+assistance)(?!.*thank\s+you\s+for\s+your\s+order)(?!.*for\s+choosing\s+comcast)(?!.*comcast\s+customer)(?!.*comcast\s+cable\s+box)(?!.*go\s+to\s+comcast)(?!.*for\s+calling\s+comcast)(?=.*(?:appreciate\s+you\s+being\s+a\s+customer|thankyou\s+for\s+the\s+business)).*$,IGNORECASE
54,Appreciate Customer 8.5,Telco / DTH,Not Available,Customer Satisfaction,Appreciate Customer,"[[""Appreciation""]]","[""we appreciate your business"", ""appreciate your help"", ""thank you for your patience"", ""thank you for your assistance"", ""thank you for your order"", ""for choosing comcast"", ""for calling comcast""]",^(?!.*we\s+appreciate\s+your\s+business)(?!.*appreciate\s+your\s+help)(?!.*thank\s+you\s+for\s+your\s+patience)(?!.*thank\s+you\s+for\s+your\s+assistance)(?!.*thank\s+you\s+for\s+your\s+order)(?!.*for\s+choosing\s+comcast)(?!.*for\s+calling\s+comcast)(?=.*(?:Appreciation)).*$,IGNORECASE
57,AT&T/U-verse,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""Switch over to a-t-n-t u-verse"", ""switch over to u-verse"", ""switch over to phone"", ""switch off"", ""switch over to digital"", ""switch controls"", ""switching to u-verse"", ""watching tv"", ""a-t-n-t u-verse"", ""u- verse package"", ""this package"", ""your package""]]","[""switching to u-verse"", ""watching tv"", ""u- verse package"", ""this package"", ""your package""]",^(?!.*switching\s+to\s+u\-verse)(?!.*watching\s+tv)(?!.*u\-\s+verse\s+package)(?!.*this\s+package)(?!.*your\s+package)(?=.*(?:Switch\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|switch\s+over\s+to\s+u\-verse|switch\s+over\s+to\s+phone|switch\s+off|switch\s+over\s+to\s+digital|switch\s+controls|switching\s+to\s+u\-verse|watching\s+tv|a\-t\-n\-t\s+u\-verse|u\-\s+verse\s+package|this\s+package|your\s+package)).*$,IGNORECASE
58,AT&T/U-verse 8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""switch over to a-t-n-t u-verse"", ""change over to a-t-n-t u-verse"", ""\""with u-verse"", ""a-t-n-t u-verse"", ""a-t-n-t u-verse installed"", ""u-verse keeps coming in"", ""\""more selections with u-verse"", ""switch to u-verse"", ""see how u-verse works"", ""\""i can go to u-verse""]]",[],"^(?=.*(?:switch\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|change\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|""with\s+u\-verse|a\-t\-n\-t\s+u\-verse|a\-t\-n\-t\s+u\-verse\s+installed|u\-verse\s+keeps\s+coming\s+in|""more\s+selections\s+with\s+u\-verse|switch\s+to\s+u\-verse|see\s+how\s+u\-verse\s+works|""i\s+can\s+go\s+to\s+u\-verse)).*$",IGNORECASE
59,AT&T/U-verse v8.5,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""switch over to a-t-n-t u-verse"", ""change over to a-t-n-t u-verse"", ""\""with u-verse"", ""a-t-n-t u-verse"", ""a-t-n-t u-verse installed"", ""u-verse keeps coming in"", ""\""more selections with u-verse"", ""switch to u-verse"", ""see how u-verse works"", ""\""i can go to u-verse""]]",[],"^(?=.*(?:switch\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|change\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|""with\s+u\-verse|a\-t\-n\-t\s+u\-verse|a\-t\-n\-t\s+u\-verse\s+installed|u\-verse\s+keeps\s+coming\s+in|""more\s+selections\s+with\s+u\-verse|switch\s+to\s+u\-verse|see\s+how\s+u\-verse\s+works|""i\s+can\s+go\s+to\s+u\-verse)).*$",IGNORECASE
60,AT&T/U-verse v9,Telco / DTH,Not Available,Process Specific,Process Specific,"[[""switch over to a-t-n-t u-verse"", ""change over to a-t-n-t u-verse"", ""\""with u-verse"", ""a-t-n-t u-verse"", ""a-t-n-t u-verse installed"", ""u-verse keeps coming in"", ""\""more selections with u-verse"", ""switch to u-verse"", ""see how u-verse works"", ""\""i can go to u-verse""]]",[],"^(?=.*(?:switch\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|change\s+over\s+to\s+a\-t\-n\-t\s+u\-verse|""with\s+u\-verse|a\-t\-n\-t\s+u\-verse|a\-t\-n\-t\s+u\-verse\s+installed|u\-verse\s+keeps\s+coming\s+in|""more\s+selections\s+with\s+u\-verse|switch\s+to\s+u\-verse|see\s+how\s+u\-verse\s+works|""i\s+can\s+go\s+to\s+u\-verse)).*$",IGNORECASE
61,Audit,Telco / DTH,Not Available,Account related,Audit,"[[""audit"", ""august"", ""internal audit"", ""internet on it"", ""internet"", ""audit done on all accounts"", ""accessed on all accounts"", ""did an audit"", ""didn't know"", ""did that automatically""]]","[""audit"", ""august"", ""internal audit"", ""internet on it"", ""internet"", ""audit done on all accounts"", ""accessed on all accounts"", ""did an audit"", ""didn't know"", ""did that automatically""]",^(?!.*audit)(?!.*august)(?!.*internal\s+audit)(?!.*internet\s+on\s+it)(?!.*internet)(?!.*audit\s+done\s+on\s+all\s+accounts)(?!.*accessed\s+on\s+all\s+accounts)(?!.*did\s+an\s+audit)(?!.*didn't\s+know)(?!.*did\s+that\s+automatically)(?=.*(?:audit|august|internal\s+audit|internet\s+on\s+it|internet|audit\s+done\s+on\s+all\s+accounts|accessed\s+on\s+all\s+accounts|did\s+an\s+audit|didn't\s+know|did\s+that\s+automatically)).*$,IGNORECASE
